id,utm_x,utm_y,wgs_x,wgs_y,year,month,batch
908,1210000,-3653000,145.0556741,-32.92829082,2019,9,2
909,1182000,-3653000,144.7555866,-32.9535652,2019,8,1
910,1306000,-3657000,146.0881662,-32.87278318,2016,7,4
911,1274000,-3657000,145.7456646,-32.90392026,2019,8,4
912,1038000,-3657000,143.2139001,-33.10997369,2017,9,3
913,1022000,-3657000,143.0419124,-33.12243593,2017,6,2
914,1702000,-3657000,150.3083368,-32.42472388,2017,11,3
915,1694000,-3657000,150.2234464,-32.43491872,2019,11,4
916,1638000,-3657000,149.628764,-32.50496829,2018,11,4
917,1766000,-3657000,150.986868,-32.34147827,2019,2,3
918,1454000,-3657000,147.6695186,-32.71888445,2016,10,1
919,1346000,-3657000,146.5160069,-32.83279139,2018,4,3
920,1598000,-3657000,149.203518,-32.55359356,2016,3,3
921,1574000,-3657000,148.9481857,-32.58220378,2019,4,2
922,1478000,-3657000,147.9255129,-32.69239897,2017,9,3
923,1098000,-3777000,143.979661,-34.13223536,2017,11,1
924,1078000,-3777000,143.7626946,-34.14888351,2018,11,4
925,1258000,-3777000,145.7127955,-33.98816731,2017,6,1
926,1270000,-3777000,145.8425846,-33.97658381,2016,10,1
927,1254000,-3777000,145.6695262,-33.99200438,2019,9,4
928,1234000,-3777000,145.4531324,-34.01100894,2018,4,2
929,1222000,-3777000,145.3232588,-34.02226698,2018,10,3
930,1206000,-3777000,145.1500511,-34.03710882,2018,3,1
931,1038000,-3777000,143.328559,-34.18127094,2018,7,4
932,1018000,-3777000,143.1113921,-34.19700988,2018,1,4
933,1030000,-3777000,143.2417,-34.18760291,2017,8,2
934,1026000,-3777000,143.1982667,-34.1907507,2017,4,1
935,1782000,-3777000,151.3502445,-33.38198151,2016,2,1
936,1454000,-3777000,147.8289385,-33.78542289,2018,4,2
937,1414000,-3781000,147.402969,-33.86474204,2016,4,1
938,1394000,-3781000,147.1871664,-33.88615976,2016,5,2
939,1622000,-3781000,149.641865,-33.62427292,2019,3,1
940,1538000,-3781000,148.7389291,-33.72527126,2018,7,1
941,1186000,-3781000,144.9378758,-34.09108527,2017,4,2
942,1342000,-3781000,146.6256749,-33.94044165,2019,5,1
943,938000,-3781000,142.2455882,-34.29270953,2016,5,1
944,1062000,-3781000,143.5930226,-34.1977239,2018,1,4
945,1758000,-3781000,151.099971,-33.44964154,2019,6,3
946,1678000,-3781000,150.242844,-33.5540262,2019,4,2
947,1674000,-3781000,150.1999435,-33.559121,2016,10,4
948,1698000,-3785000,150.4635241,-33.56384265,2016,11,2
949,1670000,-3785000,150.1631804,-33.59968675,2019,3,3
950,1310000,-3785000,146.284713,-34.00848592,2017,4,4
951,1278000,-3785000,145.9385701,-34.04012371,2016,1,1
952,1466000,-3785000,147.9690558,-33.84323553,2018,6,1
953,978000,-3785000,142.6841533,-34.29911461,2016,9,2
954,1146000,-3785000,144.5086116,-34.16246858,2019,1,1
955,1146000,-3789000,144.5128742,-34.19818423,2018,7,2
956,1198000,-3789000,145.0767761,-34.15153857,2017,2,1
957,1006000,-3789000,142.9923036,-34.31359082,2016,10,1
958,974000,-3789000,142.64429,-34.33788095,2017,8,4
959,1678000,-3789000,150.2551875,-33.62498577,2019,6,2
960,1642000,-3789000,149.8686811,-33.67044838,2017,4,2
961,1614000,-3789000,149.5678368,-33.70514241,2017,5,1
962,1690000,-3789000,150.3839486,-33.6096178,2018,12,1
963,1698000,-3789000,150.4697685,-33.59931315,2018,12,3
964,1358000,-3789000,146.8085629,-33.99521677,2016,8,2
965,1346000,-3789000,146.6788604,-34.00760944,2016,11,4
966,1538000,-3789000,148.7502795,-33.79636971,2019,3,3
967,1518000,-3789000,148.5349006,-33.81966098,2019,11,1
968,1386000,-3793000,147.1162186,-34.00150198,2018,5,4
969,1394000,-3793000,147.2026505,-33.9930084,2016,1,1
970,1622000,-3793000,149.6597923,-33.73080085,2018,6,2
971,1226000,-3793000,145.3847623,-34.16126349,2017,4,4
972,1198000,-3793000,145.0812312,-34.18723743,2016,12,2
973,1194000,-3793000,145.0378574,-34.19089964,2017,11,2
974,1374000,-3793000,146.9865447,-34.01415224,2018,3,3
975,970000,-3793000,142.6043973,-34.37664034,2018,6,4
976,966000,-3793000,142.5608672,-34.37961095,2018,1,2
977,1022000,-3793000,143.1700607,-34.33691522,2017,9,1
978,1458000,-3757000,147.8451731,-33.60310493,2016,8,4
979,1622000,-3757000,149.6061187,-33.41127579,2018,1,4
980,1546000,-3757000,148.7908664,-33.50266008,2019,10,1
981,1302000,-3757000,146.1644824,-33.76694965,2019,4,4
982,1294000,-3757000,146.0781552,-33.77486044,2016,1,4
983,1270000,-3757000,145.8190966,-33.79830448,2017,2,1
984,1118000,-3757000,144.1758267,-33.93671995,2017,7,4
985,1062000,-3757000,143.5693622,-33.98332295,2018,12,3
986,1018000,-3757000,143.0924859,-34.01827639,2019,12,4
987,914000,-3761000,141.9675098,-34.13083804,2016,12,2
988,882000,-3761000,141.6198793,-34.15282372,2016,2,3
989,1738000,-3757000,150.8476528,-33.26354065,2018,4,2
990,1714000,-3757000,150.5910698,-33.2949229,2019,11,1
991,1690000,-3757000,150.3343357,-33.32587964,2016,10,2
992,1786000,-3757000,151.3603576,-33.19950136,2018,4,3
993,1602000,-3761000,149.3975928,-33.47124414,2019,12,1
994,1734000,-3761000,150.8112408,-33.30423777,2016,4,4
995,1650000,-3761000,149.9121614,-33.41200768,2019,8,3
996,1326000,-3761000,146.4282786,-33.77855755,2019,4,1
997,1410000,-3761000,147.3337914,-33.69105089,2017,10,4
998,1006000,-3761000,142.9661066,-34.06330024,2018,2,4
999,1010000,-3761000,143.0094943,-34.06021825,2017,1,2
1000,970000,-3761000,142.5755045,-34.09049253,2019,11,2
1001,1154000,-3765000,144.5739538,-33.97690308,2019,8,3
1002,1122000,-3765000,144.2274381,-34.00471595,2016,1,1
1003,1102000,-3765000,144.0107737,-34.02170625,2017,7,4
1004,1218000,-3765000,145.2664239,-33.91895974,2017,11,2
1005,1042000,-3765000,143.3603696,-34.07086245,2019,11,3
1006,1622000,-3765000,149.6180181,-33.48226629,2017,2,2
1007,1586000,-3765000,149.2317673,-33.52612359,2016,1,4
1008,1578000,-3765000,149.1458904,-33.5357389,2016,6,3
1009,1742000,-3765000,150.9031446,-33.32913697,2016,3,1
1010,1730000,-3765000,150.7748009,-33.34492927,2019,5,3
1011,1714000,-3765000,150.6036165,-33.36582019,2017,11,1
1012,1378000,-3765000,146.9940947,-33.76061886,2016,8,1
1013,1354000,-3765000,146.7352795,-33.78559515,2019,8,3
1014,1518000,-3769000,148.5069093,-33.64188453,2017,12,3
1015,1462000,-3769000,147.904349,-33.70538054,2019,1,1
1016,1438000,-3769000,147.6458893,-33.73187619,2019,1,2
1017,1434000,-3769000,147.6028002,-33.73625026,2017,10,4
1018,1234000,-3769000,145.4439883,-33.93966161,2019,11,1
1019,1210000,-3769000,145.1843876,-33.96205067,2016,3,2
1020,1294000,-3769000,146.0924982,-33.88179195,2018,4,1
1021,1074000,-3769000,143.7113133,-34.08071283,2016,7,2
1022,962000,-3773000,142.4994052,-34.20369472,2016,8,1
1023,942000,-3773000,142.2820737,-34.21827379,2018,5,1
1024,1690000,-3769000,150.3529094,-33.43226577,2017,10,3
1025,1494000,-3773000,148.2542632,-33.70494559,2016,11,1
1026,1706000,-3773000,150.5305064,-33.44710844,2016,8,3
1027,1086000,-3773000,143.8454543,-34.10653143,2017,11,4
1028,1054000,-3773000,143.4983271,-34.13272141,2019,3,1
1029,1158000,-3773000,144.6258418,-34.0447717,2019,8,3
1030,1170000,-3773000,144.7558161,-34.03409758,2016,1,4
1031,1102000,-3773000,144.0189524,-34.09314579,2019,3,2
1032,1762000,-3737000,151.0719512,-33.05465018,2019,8,3
1033,1594000,-3737000,149.2767415,-33.2679346,2018,12,3
1034,1506000,-3737000,148.3336009,-33.37131634,2019,1,4
1035,1378000,-3737000,146.9585849,-33.51140448,2016,8,3
1036,1130000,-3737000,144.284834,-33.74794414,2019,7,3
1037,1142000,-3741000,144.4186905,-33.77324947,2018,5,2
1038,982000,-3741000,142.6875299,-33.90279846,2018,6,1
1039,994000,-3741000,142.8175114,-33.89375305,2019,10,1
1040,990000,-3741000,142.7741867,-33.89678029,2017,7,1
1041,1698000,-3741000,150.3951114,-33.17380456,2019,7,2
1042,1678000,-3741000,150.181374,-33.1993541,2019,1,3
1043,1650000,-3741000,149.8819698,-33.2346269,2016,9,3
1044,1770000,-3741000,151.1636996,-33.07938309,2019,8,1
1045,1450000,-3741000,147.7377997,-33.46967165,2017,4,1
1046,1498000,-3745000,148.2587537,-33.45151659,2017,12,4
1047,1510000,-3745000,148.387579,-33.43781814,2016,7,2
1048,1490000,-3745000,148.1728517,-33.46058934,2018,9,3
1049,1406000,-3745000,147.2700071,-33.55297311,2018,5,4
1050,1638000,-3745000,149.759581,-33.28504436,2019,2,2
1051,1170000,-3745000,144.7255097,-33.78427303,2018,2,3
1052,994000,-3745000,142.8211898,-33.92949208,2019,11,1
1053,974000,-3745000,142.6044686,-33.94451343,2019,6,1
1054,942000,-3749000,142.2610786,-34.00367514,2018,1,1
1055,1662000,-3745000,150.0163826,-33.25504705,2018,9,4
1056,1806000,-3749000,151.5606282,-33.10152538,2018,7,4
1057,1794000,-3749000,151.4326593,-33.11785819,2018,2,1
1058,1790000,-3749000,151.3899942,-33.12327892,2018,1,1
1059,1766000,-3749000,151.1339126,-33.15555601,2019,8,4
1060,1710000,-3749000,150.5357893,-33.22921854,2019,7,4
1061,1678000,-3749000,150.1936351,-33.27027218,2018,3,3
1062,1266000,-3749000,145.7665649,-33.73087165,2018,2,4
1063,1482000,-3749000,148.0923754,-33.50516853,2017,10,2
1064,1430000,-3749000,147.5333783,-33.56269216,2017,2,1
1065,974000,-3749000,142.6080764,-33.98026117,2019,7,1
1066,1218000,-3749000,145.2484165,-33.77627959,2017,3,4
1067,1198000,-3749000,145.0323912,-33.79468835,2016,2,3
1068,1170000,-3753000,144.734154,-33.85563922,2018,10,3
1069,1182000,-3753000,144.8638841,-33.84487855,2016,12,1
1070,1098000,-3753000,143.9552289,-33.9179235,2017,11,1
1071,1202000,-3753000,145.0800418,-33.82670313,2018,4,3
1072,962000,-3753000,142.4815368,-34.02488625,2018,9,2
1073,1610000,-3753000,149.4715874,-33.390492,2016,5,3
1074,1594000,-3753000,149.300082,-33.40993694,2019,10,3
1075,1702000,-3753000,150.4564965,-33.27500268,2016,3,1
1076,1542000,-3753000,148.7422589,-33.47182019,2016,3,1
1077,1490000,-3753000,148.183793,-33.53169244,2018,10,2
1078,1838000,-3717000,151.8482861,-32.77449835,2017,11,1
1079,1606000,-3717000,149.3759087,-33.07596362,2017,6,2
1080,1554000,-3717000,148.8198866,-33.13808694,2019,12,4
1081,1394000,-3721000,147.1102145,-33.35222975,2018,11,1
1082,1354000,-3721000,146.6804981,-33.39391071,2019,8,4
1083,1342000,-3721000,146.5515176,-33.40618212,2017,1,4
1084,890000,-3721000,141.6738296,-33.78971359,2016,2,4
1085,1706000,-3721000,150.4495071,-32.98631203,2017,10,3
1086,1838000,-3725000,151.8616091,-32.8452265,2018,8,3
1087,1810000,-3725000,151.5637819,-32.88373941,2016,1,4
1088,1554000,-3725000,148.8312285,-33.20910166,2016,5,2
1089,1494000,-3725000,148.1884448,-33.27834773,2017,2,2
1090,1362000,-3725000,146.7714603,-33.42126323,2018,2,3
1091,1310000,-3725000,146.2122307,-33.4739943,2019,7,2
1092,982000,-3725000,142.6730161,-33.75985226,2017,7,3
1093,1194000,-3725000,144.9627767,-33.58433112,2018,6,2
1094,1162000,-3725000,144.617651,-33.61299246,2016,9,3
1095,1082000,-3729000,143.7580269,-33.71697796,2019,3,1
1096,1830000,-3729000,151.7831782,-32.89165988,2016,12,1
1097,1826000,-3729000,151.740622,-32.89717561,2018,10,1
1098,1494000,-3733000,148.1993777,-33.34942587,2016,9,2
1099,1186000,-3733000,144.8852434,-33.66289936,2018,6,2
1100,1338000,-3733000,146.5232461,-33.51706453,2016,10,3
1101,1290000,-3733000,146.0064742,-33.56498854,2017,12,3
1102,958000,-3733000,142.4204137,-33.84906981,2016,8,3
1103,1054000,-3733000,143.4592914,-33.77546092,2016,12,2
1104,858000,-3733000,141.3367809,-33.91833314,2016,11,1
1105,930000,-3737000,142.1205812,-33.90498012,2019,12,2
1106,1466000,-3853000,148.0616937,-34.44849626,2019,5,3
1107,1402000,-3853000,147.3673967,-34.51899462,2017,1,1
1108,1398000,-3853000,147.3239724,-34.5232982,2016,10,3
1109,1558000,-3853000,149.0580671,-34.34175376,2018,9,3
1110,1546000,-3853000,148.928221,-34.35603728,2018,3,3
1111,1206000,-3853000,145.2355997,-34.71563297,2019,3,2
1112,2066000,-3237000,153.405282,-28.21849335,2019,6,1
1113,1102000,-3853000,144.1013545,-34.80812797,2019,10,1
1114,1734000,-3237000,150.0151737,-28.67331991,2017,2,2
1115,1762000,-3241000,150.3080566,-28.6732539,2017,11,1
1116,1770000,-3241000,150.3900396,-28.66304611,2017,6,4
1117,1394000,-3241000,146.5214632,-29.093675,2018,10,4
1118,1286000,-3241000,145.4049954,-29.19871126,2016,1,4
1119,1222000,-3241000,144.7424028,-29.25700566,2019,10,4
1120,902000,-3241000,141.4198097,-29.50421265,2017,12,4
1121,1722000,-3853000,150.8289708,-34.13574232,2019,11,3
1122,1662000,-3853000,150.1818877,-34.21344403,2017,6,4
1123,1022000,-3241000,142.6675219,-29.42017306,2016,12,4
1124,986000,-3245000,142.2967698,-29.4820318,2019,8,2
1125,934000,-3245000,141.7559023,-29.5183866,2017,6,3
1126,1122000,-3245000,143.7095506,-29.37771082,2018,1,1
1127,1050000,-3245000,142.9619435,-29.43460334,2019,6,2
1128,1038000,-3245000,142.8372677,-29.44372161,2016,8,2
1129,1534000,-3857000,148.8040681,-34.40580642,2019,7,3
1130,1522000,-3857000,148.6741087,-34.41987961,2016,9,4
1131,1486000,-3857000,148.284023,-34.46144963,2019,12,2
1132,1454000,-3857000,147.9370235,-34.49758193,2018,8,4
1133,1282000,-3857000,146.0679714,-34.67854873,2018,8,4
1134,1382000,-3857000,147.1554173,-34.57605673,2016,3,2
1135,1366000,-3857000,146.98157,-34.59296397,2017,10,4
1136,1178000,-3857000,144.9348546,-34.77709535,2018,5,4
1137,1998000,-3241000,152.7199033,-28.35314747,2019,8,3
1138,1090000,-3861000,143.9785668,-34.8898389,2019,6,4
1139,2046000,-3245000,153.2155097,-28.31841524,2019,6,3
1140,1742000,-3245000,150.1088856,-28.73387666,2016,4,1
1141,1654000,-3245000,149.2053939,-28.84195997,2016,9,2
1142,1790000,-3245000,150.6009377,-28.67260984,2018,10,2
1143,1646000,-3245000,149.123171,-28.85151324,2018,4,2
1144,1310000,-3249000,145.6621657,-29.24701543,2016,12,2
1145,1230000,-3249000,144.8336166,-29.32085282,2016,1,3
1146,1226000,-3249000,144.7921601,-29.32442392,2017,2,3
1147,1378000,-3249000,146.3655293,-29.18064124,2018,9,2
1148,1046000,-3249000,142.9239493,-29.47319311,2018,7,1
1149,1042000,-3249000,142.8823773,-29.47623358,2017,8,3
1150,1178000,-3249000,144.2944738,-29.366379,2016,8,3
1151,1166000,-3249000,144.1699931,-29.37660855,2016,1,4
1152,1578000,-3861000,149.2861758,-34.38885402,2017,7,3
1153,1726000,-3861000,150.8849118,-34.20145758,2018,3,3
1154,1706000,-3861000,150.669203,-34.22773777,2016,5,4
1155,1470000,-3861000,148.116054,-34.51523938,2018,4,4
1156,1442000,-3861000,147.8122367,-34.546573,2018,2,1
1157,1578000,-3865000,149.2920705,-34.42443093,2018,7,3
1158,1534000,-3865000,148.8155365,-34.4770016,2016,5,4
1159,1210000,-3865000,145.2928372,-34.81913241,2019,8,1
1160,1138000,-3865000,144.5070605,-34.88434698,2019,9,4
1161,1314000,-3865000,146.4260533,-34.71797301,2017,6,1
1162,1246000,-3865000,145.6853511,-34.78504549,2017,5,2
1163,1766000,-3249000,150.3609142,-28.73873846,2016,7,2
1164,1702000,-3249000,149.7041554,-28.81900423,2016,5,4
1165,1658000,-3249000,149.2520846,-28.87250209,2019,6,3
1166,1670000,-3249000,149.3754203,-28.85804806,2018,9,3
1167,1646000,-3249000,149.1287166,-28.88685383,2016,9,4
1168,1638000,-3253000,149.0519767,-28.93170876,2017,12,3
1169,1814000,-3253000,150.858937,-28.71190746,2017,12,1
1170,1730000,-3253000,149.9974269,-28.8195517,2017,12,1
1171,1370000,-3253000,146.2874694,-29.22406428,2018,6,1
1172,1538000,-3253000,148.0221814,-29.04679237,2019,9,4
1173,1462000,-3253000,147.2381274,-29.12948664,2017,12,2
1174,1122000,-3253000,143.7171866,-29.44874784,2018,10,2
1175,1130000,-3253000,143.8002589,-29.44219113,2019,11,4
1176,1090000,-3253000,143.3847987,-29.47451285,2017,6,1
1177,1302000,-3253000,145.5837806,-29.29007069,2019,7,4
1178,1218000,-3253000,144.7133788,-29.36702242,2019,8,2
1179,1194000,-3253000,144.4644714,-29.38807627,2018,10,2
1180,1030000,-3253000,142.7611581,-29.52082912,2018,5,2
1181,938000,-3257000,141.8071231,-29.62235823,2019,5,2
1182,886000,-3257000,141.2654046,-29.65694205,2016,9,1
1183,894000,-3257000,141.3487681,-29.65174906,2016,10,2
1184,1090000,-3257000,143.3885131,-29.51004099,2018,12,1
1185,1550000,-3869000,148.9946746,-34.49364682,2018,7,2
1186,1630000,-3869000,149.8607083,-34.39598198,2019,1,1
1187,1278000,-3869000,146.0388424,-34.7896376,2018,12,3
1188,1418000,-3869000,147.5623137,-34.6442708,2019,10,1
1189,1350000,-3869000,146.8228703,-34.71673181,2019,6,2
1190,1362000,-3869000,146.9534342,-34.70419882,2018,7,1
1191,1046000,-3869000,143.5055875,-34.99772985,2017,9,3
1192,1066000,-3869000,143.724358,-34.98140858,2018,9,4
1193,1070000,-3869000,143.7681038,-34.97810762,2016,6,1
1194,998000,-3221000,142.4011748,-29.26006946,2016,9,1
1195,950000,-3221000,141.9029696,-29.29404404,2019,3,4
1196,1734000,-3833000,150.9261148,-33.9424662,2016,8,3
1197,1450000,-3833000,147.8611393,-34.28827986,2018,5,3
1198,1282000,-3837000,146.0439428,-34.50003494,2016,5,2
1199,1022000,-3837000,143.2121581,-34.7304707,2018,12,2
1200,1170000,-3221000,144.1837037,-29.12468779,2016,4,3
1201,1102000,-3225000,143.4832479,-29.21627798,2017,12,2
1202,1078000,-3225000,143.2344605,-29.23527906,2016,11,3
1203,1058000,-3225000,143.0270723,-29.25079627,2018,10,3
1204,994000,-3225000,142.3630438,-29.29851307,2016,1,4
1205,978000,-3225000,142.1969475,-29.30998045,2016,4,3
1206,914000,-3225000,141.5322225,-29.35400085,2019,11,4
1207,926000,-3225000,141.6568989,-29.34597248,2019,12,3
1208,1698000,-3837000,150.5450298,-34.02513183,2019,11,3
1209,1450000,-3841000,147.8719555,-34.35952423,2019,4,1
1210,1402000,-3841000,147.3516672,-34.41204255,2017,11,4
1211,1538000,-3841000,148.8244324,-34.25873975,2016,1,4
1212,1498000,-3841000,148.3917151,-34.30527204,2017,12,4
1213,1118000,-3841000,144.2633736,-34.68713342,2016,9,1
1214,1358000,-3841000,146.8742859,-34.4586585,2016,8,4
1215,1110000,-3841000,144.1761537,-34.69399598,2019,3,3
1216,1046000,-3841000,143.4779913,-34.74714125,2018,12,4
1217,1686000,-3225000,149.5058189,-28.62667177,2017,9,4
1218,1714000,-3229000,149.7985769,-28.62761115,2019,1,2
1219,1382000,-3229000,146.3835026,-28.99944808,2016,6,3
1220,1726000,-3841000,150.8528535,-34.02399846,2017,9,1
1221,890000,-3229000,141.2858424,-29.40531895,2019,6,2
1222,878000,-3229000,141.1610717,-29.41303756,2019,12,2
1223,1654000,-3841000,150.0770855,-34.11701783,2016,3,1
1224,938000,-3229000,141.7847454,-29.37340284,2019,1,4
1225,906000,-3233000,141.4552586,-29.4304361,2016,10,1
1226,890000,-3233000,141.2888714,-29.44089323,2018,6,3
1227,1142000,-3233000,143.9054432,-29.25470883,2019,11,3
1228,1114000,-3233000,143.6151668,-29.27765847,2018,9,1
1229,1534000,-3845000,148.7868947,-34.29903304,2018,9,1
1230,1494000,-3845000,148.353995,-34.34546455,2018,8,1
1231,1650000,-3845000,150.0400798,-34.15759971,2018,11,3
1232,1646000,-3845000,149.9969233,-34.16264427,2017,4,4
1233,1414000,-3845000,147.4870711,-34.4347183,2017,7,2
1234,1402000,-3845000,147.3569068,-34.44769059,2017,2,2
1235,1378000,-3845000,147.0964824,-34.47330929,2019,10,1
1236,1374000,-3845000,147.053066,-34.47753681,2018,3,2
1237,1078000,-3845000,143.8312136,-34.75673722,2018,6,4
1238,1278000,-3849000,146.0148379,-34.61107372,2017,11,4
1239,1198000,-3849000,145.1439213,-34.68730072,2017,10,2
1240,1754000,-3233000,150.2142868,-28.61282388,2017,12,2
1241,1686000,-3233000,149.517137,-28.69731969,2016,11,4
1242,1414000,-3233000,146.71842,-29.00245496,2019,6,4
1243,1242000,-3233000,144.9411183,-29.16814084,2017,5,3
1244,1154000,-3233000,144.0298098,-29.24470046,2017,6,2
1245,1322000,-3233000,145.7684378,-29.0937147,2017,12,3
1246,1330000,-3233000,145.8511072,-29.08601965,2017,8,4
1247,1346000,-3237000,146.020964,-29.10594076,2019,2,4
1248,1350000,-3237000,146.0622958,-29.10202888,2017,7,3
1249,1422000,-3237000,146.8057549,-29.02965627,2016,1,3
1250,1390000,-3237000,146.47545,-29.06227986,2019,5,1
1251,1090000,-3237000,143.369965,-29.3324056,2017,8,3
1252,1086000,-3237000,143.3284591,-29.33556992,2017,12,2
1253,1026000,-3237000,142.7055881,-29.38164957,2017,10,3
1254,1222000,-3237000,144.7382577,-29.2215174,2018,9,2
1255,1602000,-3849000,149.5278951,-34.25289992,2019,12,4
1256,894000,-3237000,141.3335157,-29.47387028,2016,5,2
1257,902000,-3237000,141.4167363,-29.46863991,2018,6,2
1258,1694000,-3849000,150.52082,-34.13682819,2019,4,1
1259,1670000,-3849000,150.2620083,-34.16771716,2019,11,1
1260,1342000,-3849000,146.7106348,-34.5465992,2019,6,4
1261,1322000,-3849000,146.4932905,-34.56708053,2017,10,4
1262,1482000,-3849000,148.2295839,-34.39477325,2019,4,2
1263,1086000,-3201000,143.2953439,-29.01584639,2017,1,4
1264,1030000,-3201000,142.7156968,-29.05880345,2017,1,2
1265,990000,-3201000,142.3013908,-29.08810504,2019,3,1
1266,1554000,-3813000,148.9570002,-33.99082647,2016,11,3
1267,958000,-3201000,141.9697891,-29.11071637,2016,9,2
1268,878000,-3201000,141.1402055,-29.16401386,2017,9,3
1269,882000,-3201000,141.1817036,-29.16145868,2016,10,4
1270,1686000,-3813000,150.3783327,-33.82765875,2018,4,2
1271,1482000,-3813000,148.1799216,-34.0743421,2017,3,4
1272,1466000,-3817000,148.0125173,-34.12797467,2018,2,1
1273,1402000,-3817000,147.3203041,-34.19820909,2017,4,4
1274,1542000,-3817000,148.8332915,-34.04058001,2019,6,4
1275,1154000,-3817000,144.6297849,-34.44120383,2019,9,3
1276,1074000,-3817000,143.7593556,-34.50965528,2016,12,4
1277,1086000,-3205000,143.2990139,-29.05136957,2017,11,3
1278,950000,-3205000,141.8900838,-29.15181099,2018,3,3
1279,1754000,-3821000,151.1217206,-33.80945741,2017,7,1
1280,1762000,-3821000,151.2076294,-33.79873902,2018,3,4
1281,1690000,-3821000,150.433829,-33.89349425,2016,11,3
1282,1606000,-3821000,149.5293411,-33.99916805,2016,4,2
1283,1294000,-3821000,146.154989,-34.34541866,2018,1,4
1284,1278000,-3821000,145.9813687,-34.36120007,2017,5,2
1285,1458000,-3821000,147.9314619,-34.17252928,2017,1,3
1286,1110000,-3821000,144.1553428,-34.51520373,2017,10,2
1287,1126000,-3825000,144.333692,-34.53720602,2018,3,3
1288,1102000,-3825000,144.0723859,-34.55775889,2016,2,1
1289,1178000,-3825000,144.8994974,-34.49117385,2018,2,3
1290,1022000,-3825000,143.2006456,-34.62310366,2016,2,2
1291,1154000,-3209000,144.0063668,-29.03166271,2019,2,3
1292,1046000,-3213000,142.8919736,-29.1533623,2016,11,2
1293,1014000,-3213000,142.5602978,-29.17728868,2018,8,2
1294,1166000,-3213000,144.1344118,-29.05707311,2016,11,1
1295,1590000,-3825000,149.3627521,-34.05424586,2019,2,2
1296,1570000,-3825000,149.1469825,-34.07840159,2017,12,3
1297,978000,-3213000,142.1869922,-29.20332354,2016,5,3
1298,1770000,-3825000,151.3000576,-33.82342486,2016,11,2
1299,870000,-3213000,141.066054,-29.27581615,2018,2,1
1300,1702000,-3825000,150.5691884,-33.91345749,2019,11,1
1301,1314000,-3825000,146.3768432,-34.36109318,2017,8,3
1302,1522000,-3825000,148.6287358,-34.13515441,2016,6,4
1303,1430000,-3825000,147.6339036,-34.2391025,2019,6,1
1304,1418000,-3829000,147.509283,-34.2878226,2019,9,2
1305,1578000,-3829000,149.2391612,-34.10432961,2018,1,3
1306,1234000,-3829000,145.5128725,-34.47501552,2018,12,4
1307,1138000,-3829000,144.4685687,-34.56251087,2019,2,3
1308,1326000,-3829000,146.5119675,-34.3846147,2017,6,4
1309,1338000,-3829000,146.6421555,-34.37235165,2019,1,4
1310,1258000,-3829000,145.7736709,-34.45205002,2018,10,1
1311,1254000,-3829000,145.7302125,-34.45590789,2017,2,2
1312,962000,-3829000,142.5497619,-34.70471761,2016,3,2
1313,1070000,-3829000,143.7278325,-34.62025119,2017,8,1
1314,1026000,-3829000,143.2481078,-34.65573699,2016,1,1
1315,1078000,-3217000,143.2271526,-29.16422478,2017,3,3
1316,1262000,-3217000,145.1309801,-29.0080661,2019,2,2
1317,1258000,-3217000,145.0896517,-29.01171934,2018,6,3
1318,1234000,-3217000,144.8416234,-29.03339785,2017,1,3
1319,1730000,-3829000,150.8766855,-33.91227675,2017,3,4
1320,1642000,-3829000,149.9293716,-34.02556484,2016,2,4
1321,1018000,-3217000,142.6052153,-29.20988021,2016,2,1
1322,1002000,-3217000,142.439279,-29.22161676,2016,9,4
1323,998000,-3217000,142.3977894,-29.22452205,2019,1,2
1324,938000,-3217000,141.7751862,-29.26671596,2016,4,4
1325,1750000,-3793000,151.033617,-33.56662232,2016,11,2
1326,1658000,-3793000,150.0466101,-33.6858549,2016,7,1
1327,1758000,-3797000,151.1258014,-33.59140092,2017,7,4
1328,1746000,-3797000,150.9971722,-33.6073862,2017,12,2
1329,1542000,-3797000,148.8047382,-33.86277943,2016,11,1
1330,1698000,-3797000,150.4822699,-33.67026064,2019,5,2
1331,1626000,-3797000,149.7087863,-33.7613662,2016,1,2
1332,1218000,-3797000,145.3025854,-34.2044388,2019,12,3
1333,1438000,-3797000,147.6831005,-33.9810368,2019,7,2
1334,1406000,-3797000,147.3374836,-34.01579373,2016,11,4
1335,1070000,-3797000,143.6958129,-34.33417049,2016,4,4
1336,1046000,-3797000,143.4348916,-34.35364354,2018,12,3
1337,1182000,-3797000,144.9121178,-34.23752122,2017,8,4
1338,1122000,-3801000,144.2649873,-34.32621187,2019,11,3
1339,1094000,-3801000,143.9607172,-34.35000246,2019,8,2
1340,1182000,-3801000,144.9165206,-34.27323134,2017,7,4
1341,1030000,-3801000,143.2647369,-34.40214656,2018,7,3
1342,1602000,-3801000,149.4565817,-33.82640405,2018,4,3
1343,1598000,-3801000,149.4135332,-33.83128297,2017,1,2
1344,1690000,-3801000,150.4026223,-33.71605481,2019,9,1
1345,1342000,-3801000,146.6505615,-34.11864673,2018,7,3
1346,1546000,-3801000,148.8535445,-33.89362303,2018,8,4
1347,1506000,-3801000,148.4223391,-33.94020288,2019,1,1
1348,1442000,-3801000,147.7316311,-34.01224028,2019,10,2
1349,1210000,-3805000,145.2248489,-34.2832766,2018,8,3
